INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	OUTPUT:result	OUTPUT:comments	GOLDEN:result	GOLDEN:comments	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
													
section-2119115	section-3224452	"{""sections"":[{""person"":{""name_raw"":""Подосинников Р.Г."",""role"":""заместитель начальника"",""department"":""ФКУ ЛИУ-7 УФСИН России по Астраханской области""},""incomes"":[{""size"":1000721},{""size"":294547,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Шкода Актавия""}],""real_estates"":[{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":42,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Федеральная служба исполнения наказаний"",""office_id"":482}]}"	"{""sections"":[{""person"":{""name_raw"":""Подосинников Р.Г."",""role"":""заместитель начальника"",""department"":""ФКУ ЛИУ-7 УФСИН России по Астраханской области""},""incomes"":[{""size"":974511},{""size"":477953,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""автомобиль легковой Шкода oktavia""}],""real_estates"":[{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":42,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":833,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":205,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""УФСИН Калининградская область"",""office_id"":3920}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cf815eb22f70099c29c6	0000094339--5fb8cf815eb22f70099c29c6	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:27:45.623
													
section-1907830	section-1908029	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":632081},{""size"":270622,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":812723},{""size"":229791,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cf88faa09423cde0b357	0000094339--5fb8cf88faa09423cde0b357	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:27:52.343
													
section-1541581	section-1542666	"{""sections"":[{""person"":{""name_raw"":""Никуленкина Инна Юрьевна"",""role"":""_____""},""incomes"":[{""size"":359694},{""size"":225679,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""Жилой дом Земельный участок"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Бакчарский район"",""office_id"":2608}]}"	"{""sections"":[{""person"":{""name_raw"":""Никуленкина Инна Юрьевна"",""role"":""_____""},""incomes"":[{""size"":385438},{""size"":637500,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""Жилой дом Земельный участок"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Жилой дом Земельный участок"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Бакчарский район"",""office_id"":2608}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfa05eb22f70099c2ad4	0000094339--5fb8cfa05eb22f70099c2ad4	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:28:16.158
													
section-2710723	section-2707242	"{""sections"":[{""person"":{""name_raw"":""Дарибазарон Эрдэни Чимитдоржиевич"",""role"":""Главный казначей""},""incomes"":[{""size"":355708},{""size"":502237,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль тойота королла филдер""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира (совместная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира (совместная собственность )"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Республика Бурятия"",""office_id"":4730}]}"	"{""sections"":[{""person"":{""name_raw"":""Дарибазарон Эрдэни Чимитдоржиевич"",""role"":""главный казначей""},""incomes"":[{""size"":359558},{""size"":409561,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""Автомобиль легковой\nTOYOTA COROLA\n(индивидуальная собственность)""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира\n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Республика Бурятия"",""office_id"":4730}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfaafaa09423cde0b469	0000094339--5fb8cfaafaa09423cde0b469	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:28:26.343
													
section-2184320	section-2184207	"{""sections"":[{""person"":{""name_raw"":""Рупешка Галина Фёдоровна"",""role"":""директор МУ «Музей»""},""incomes"":[{""size"":259354},{""size"":164377,""relative"":""супруг(а)""}],""real_estates"":[{""square"":47,""type_raw"":""Жилой дом\n(1/3 доля)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":789,""type_raw"":""Земельный участок (индивидуальная)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":426,""type_raw"":""Земельный участок\n(аренда)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":47,""type_raw"":""Жилой дом\n(1/3 доля)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Селижаровский район"",""office_id"":2929}]}"	"{""sections"":[{""person"":{""name_raw"":""Рупешка Галина Фёдоровна"",""role"":""директор МУ «Музей»""},""incomes"":[{""size"":248485},{""size"":353270,""relative"":""супруг(а)""}],""real_estates"":[{""square"":47,""type_raw"":""Жилой дом\n(1/3 доля)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":789,""type_raw"":""Земельный участок (индивидуальная)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":426,""type_raw"":""Земельный участок\n(аренда)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":47,""type_raw"":""Жилой дом\n(1/3 доля)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Селижаровский район"",""office_id"":2929}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfb6330c242ad33781b5	0000094339--5fb8cfb6330c242ad33781b5	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:28:38.437
													
section-3300196	section-3297620	"{""sections"":[{""person"":{""name_raw"":""Жизневский С.А."",""role"":""Начальник отдела""},""incomes"":[{""size"":669834},{""size"":25718,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой - Хонда Цивик\n(индивидуальная)""}],""real_estates"":[{""square"":49,""type_raw"":""Квартира\n(общая долевая)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира\n(общая долевая)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""Квартира (фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""ГУ МЧС Свердловская область"",""office_id"":4174}]}"	"{""sections"":[{""person"":{""name_raw"":""Жизневский С.А."",""role"":""старший инженер""},""incomes"":[{""size"":910770}],""vehicles"":[{""text"":""автомобиль Хонда Сивик""}],""real_estates"":[{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":49,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""ГУ МЧС Свердловская область"",""office_id"":4174}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfc0330c242ad33781e1	0000094339--5fb8cfc0330c242ad33781e1	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:28:48.701
													
section-4331332	section-4332024	"{""sections"":[{""person"":{""name_raw"":""Нагамерзаева Х.Д."",""role"":""Главный специалист-эксперт отдела финансирования органов управления ГУ «Департамент финансов г.Грозный"",""department"":""ГУ «ДЕПАРТАМЕНТ ФИНАНСОВ г.ГРОЗНЫЙ»""},""incomes"":[{""size"":270321}],""real_estates"":[{""square"":66,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Министерство финансов Чеченской Республики"",""office_id"":9126}]}"	"{""sections"":[{""person"":{""name_raw"":""Нагамерзаева Х.Д."",""role"":""Главный специалист-эксперт отдела финансирования органов управления ГУ «Департамент финансов г.Грозный"",""department"":""ГУ «ДЕПАРТАМЕНТ ФИНАНСОВ г.ГРОЗНЫЙ»""},""incomes"":[{""size"":444671}],""real_estates"":[{""square"":423,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":66,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Министерство финансов Чеченской Республики"",""office_id"":9126}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfcb5eb22f70099c2b2d	0000094339--5fb8cfcb5eb22f70099c2b2d	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:28:59.971
													
section-2996052	section-2994234	"{""sections"":[{""person"":{""name_raw"":""Чухалдина Лариса Олеговна"",""role"":""Старший казначей""},""incomes"":[{""size"":171198}],""real_estates"":[{""square"":39,""type_raw"":""Квартира\n(в пользовании)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Ростовская область"",""office_id"":4773}]}"	"{""sections"":[{""person"":{""name_raw"":""Чухалдина Лариса Олеговна"",""role"":""старший казначей""},""incomes"":[{""size"":245995}],""real_estates"":[{""square"":39,""type_raw"":""Квартира (безвозмездное бессрочное пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Ростовская область"",""office_id"":4773}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfd55eb22f70099c2b3d	0000094339--5fb8cfd55eb22f70099c2b3d	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:29:09.751
													
section-2077188	section-2076717	"{""sections"":[{""person"":{""name_raw"":""Гамзулина М.А."",""role"":""Главный специалист организационного отдела администрации района""},""incomes"":[{""size"":278417}],""vehicles"":[{""text"":""Легковой автомобиль:\n- LADA KALINA 111930""}],""real_estates"":[{""square"":42,""type_raw"":""Квартира\n(¼ доля в праве общей долевой собственности)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Мучкапский район"",""office_id"":2881}]}"	"{""sections"":[{""person"":{""name_raw"":""Гамзулина М.А."",""role"":""Главный специалист организационного отдела администрации района""},""incomes"":[{""size"":252088}],""vehicles"":[{""text"":""1.Автомобили легковые:\n1)LADA KALINA 111930""}],""real_estates"":[{""square"":38,""type_raw"":""1. Квартира\n(индивидуальная собственность)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1500,""type_raw"":""2. Земельный участок\n(общая долевая 1/2)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Мучкапский район"",""office_id"":2881}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cfde5eb22f70099c2b4d	0000094339--5fb8cfde5eb22f70099c2b4d	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:29:18.751
													
section-4415960	section-4302181	"{""sections"":[{""person"":{""name_raw"":""Манасеров Г.В.""},""incomes"":[{""size"":434212}],""year"":""2011"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450}]}"	"{""sections"":[{""person"":{""name_raw"":""Манасеров Г.В.""},""incomes"":[{""size"":804307}],""real_estates"":[{""square"":41,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450}]}"	UNK					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8cffd5eb22f70099c2bb9	0000094339--5fb8cffd5eb22f70099c2bb9	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:29:49.274
													
section-837783	section-836149	"{""sections"":[{""person"":{""name_raw"":""Бексултанова Майра Тансайновна"",""role"":""Заведующий МКДОУ Лаптевский детский сад""},""incomes"":[{""size"":385070}],""real_estates"":[{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Ирбитское - муниципальное образование"",""office_id"":1839}]}"	"{""sections"":[{""person"":{""name_raw"":""Бексултанова Майра Тансайновна"",""role"":""Заведующий МДОУ «Лаптевский детский сад»""},""incomes"":[{""size"":2180179}],""real_estates"":[{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":27,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Ирбитское - муниципальное образование"",""office_id"":1839}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d007330c242ad33782b1	0000094339--5fb8d007330c242ad33782b1	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:29:59.122
													
section-2670465	section-2670564	"{""sections"":[{""person"":{""name_raw"":""Галабуева Фатима Тимофеевна"",""role"":""""},""incomes"":[{""size"":437448}],""real_estates"":[{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2014"",""source"":""disclosures"",""office"":""Дигорский район"",""office_id"":3706}]}"	"{""sections"":[{""person"":{""name_raw"":""Галабуева Фатима Тимофеевна"",""role"":""Начальник организационного отдела""},""incomes"":[{""size"":447213},{""size"":443689,""relative"":""супруг(а)""}],""real_estates"":[{""square"":68,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":78,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":112,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":1300,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":112,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Дигорский район"",""office_id"":3706}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d0485eb22f70099c2c99	0000094339--5fb8d0485eb22f70099c2c99	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:31:04.512
													
section-2566857	section-2561585	"{""sections"":[{""person"":{""name_raw"":""Голоненко Денис Сергеевич"",""role"":""Оперуполномоченный""},""incomes"":[{""size"":432308},{""size"":124839,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль импортного производства""}],""year"":""2010"",""source"":""disclosures"",""office"":""ГУФСИН Приморский край"",""office_id"":3950}]}"	"{""sections"":[{""person"":{""name_raw"":""Голоненко Денис Сергеевич"",""role"":""Оперуполномоченный""},""incomes"":[{""size"":471669}],""vehicles"":[{""text"":""а/м\nТойота Корона""},{""text"":""а/м\nТойота Карина""}],""real_estates"":[{""square"":48,""type_raw"":""Квартира\n(фактическое предоставление)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":57,""type_raw"":""Жилой дом\n(фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":57,""type_raw"":""Жилой дом\n(фактическое предоставление)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""ГУФСИН Приморский край"",""office_id"":3950}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d0555eb22f70099c2ca4	0000094339--5fb8d0555eb22f70099c2ca4	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:31:17.148
													
section-4245779	section-4732933	"{""sections"":[{""person"":{""name_raw"":""Цеслюк Е.М."",""role"":""Главный специалист"",""department"":""Управление координации работ по объектам землеустройства и деятельности в округах""},""incomes"":[{""size"":820718},{""size"":749420,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Легковой автомобиль Фольцваген Поло""}],""real_estates"":[{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Департамент городского имущества города Москвы"",""office_id"":5953}]}"	"{""sections"":[{""person"":{""name_raw"":""Цеслюк Е.М."",""role"":""Главный специалист"",""department"":""Управление координации работ по объектам землеустройства и деятельности в округах""},""incomes"":[],""vehicles"":[{""text"":""Россия"",""relative"":""ребенок""}],""real_estates"":[{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":69,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Департамент городского имущества города Москвы"",""office_id"":5953}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d08c330c242ad33783ff	0000094339--5fb8d08c330c242ad33783ff	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:32:12.459
													
section-3053667	section-3056118	"{""sections"":[{""person"":{""name_raw"":""Коркус Е.В."",""role"":""Младший инспектор""},""incomes"":[{""size"":15000}],""vehicles"":[{""text"":""Автомобиль\nТайота""}],""year"":""2011"",""source"":""disclosures"",""office"":""УФСИН Брянская область"",""office_id"":3908}]}"	"{""sections"":[{""person"":{""name_raw"":""Коркус Е.В."",""role"":""Младший инспектор"",""department"":""ФКУ \""Следственный изолятор № 1\"" УФСИН России по Брянской области""},""incomes"":[{""size"":15000}],""vehicles"":[{""text"":""Легковой""},{""text"":""автомобиль""},{""text"":""Тайота""}],""year"":""2011"",""source"":""disclosures"",""office"":""УФСИН Брянская область"",""office_id"":3908}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d097faa09423cde0b6d8	0000094339--5fb8d097faa09423cde0b6d8	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:32:23.093
													
section-417094	section-3859062	"{""sections"":[{""person"":{""name_raw"":""Героев П.М."",""role"":""Начальник отдела контрольных проверок управления внутренней политики и контроля Главы Республики Марий Эл""},""incomes"":[{""size"":586111}],""real_estates"":[{""square"":28,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":800,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":28,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":14,""type_raw"":""садовый домик"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Правительство республики Марий Эл"",""office_id"":157}]}"	"{""sections"":[{""person"":{""name_raw"":""Героев П.М."",""role"":""Начальник отдела контрольных проверок управления внутренней политики и контроля Главы Республики Марий Эл (освобожден от должности распоряжением Администрации Главы Республики Марий Эл от 02.02.2018 г. № 43)""},""incomes"":[{""size"":629434}],""real_estates"":[{""square"":28,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":800,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":28,""type_raw"":""гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":14,""type_raw"":""садовый домик"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":70,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Постоянное представительство Республики Марий Эл при президенте РФ"",""office_id"":8064}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d0a15eb22f70099c2da2	0000094339--5fb8d0a15eb22f70099c2da2	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:32:33.686
													
section-2879486	section-2859668	"{""sections"":[{""person"":{""name_raw"":""Смоловский А.С."",""role"":""начальник отдела"",""department"":""ФКУ \""Исправительная колония №15\""""},""incomes"":[{""size"":320584}],""real_estates"":[{""square"":51,""type_raw"":""Квартира (долевая)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""ГУФСИН Челябинская область"",""office_id"":3974}]}"	"{""sections"":[{""person"":{""name_raw"":""Смоловский А.С."",""role"":""Начальник отдела"",""department"":""ФКУ \""Исправительная колония №15 ГУФСИН России по Челябинской области\""""},""incomes"":[{""size"":417607}],""vehicles"":[{""text"":""Автомобиль Тойота Рессо""}],""year"":""2011"",""source"":""disclosures"",""office"":""ГУФСИН Челябинская область"",""office_id"":3974}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d0b0faa09423cde0b723	0000094339--5fb8d0b0faa09423cde0b723	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:32:48.914
													
