Id	Name	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
6398	ФГБОУ ВО Дагестанский государственный медицинский университет	898858	13	1289875	11	-1	0	1447191	9	1637894.5	12	3,78	16	82	5,67	17
6400	Главная военная прокуратура	3777918	35	4106946.5	28	4545548	21	4862790	31	-1	0	11,47	14	28	3,12	52
6401	ФГБОУ ВО Ивановская государственная медицинская академия	1328134.5	8	1318281	7	1587082	9	1988958	7	1914139	7	4,42	16	44	4,58	26
6402	ФГБОУ ВО Ижевская государственная медицинская академия	1300220.5	8	1322116	7	1630278	7	1555270	11	1437003.5	8	3,32	16	10	1,42	28
6403	ФГБОУ ВО Иркутский государственный медицинский университет	1168451.5	24	-1	0	1430940.5	24	1525805	23	-1	0	3,6	14	30	3,25	22
6404	ФГБОУ ВО Казанский государственный медицинский университет	1920187	7	2037827	7	2388068	7	1975545	9	2078460	9	4,8	16	8	2,38	28
6405	ФГБОУ ВО Кемеровский государственный медицинский университет министерства здравоохранения РФ	927076	9	-1	0	893031.5	8	1396187.5	6	2139232	7	4,94	16	130	8,33	17
6406	ФГБОУ ВО Кировский государственный медицинский университет	1265052.0	8	1393450	7	-1	0	-1	0	-1	0	3,64	3	10	2,5	16
6407	ФГБОУ ВО Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого	2979159	7	2765718.0	6	2344953	7	3117236	7	-1	0	7,35	14	4	-1,58	14
6408	ФГБОУ ВО Кубанский государственный медицинский университет	-1	0	2877248	7	3337226	7	4334033	7	3682889	7	8,51	13	28	3,38	26
6409	ФГБОУ ВО Курский государственный медицинский университет	2204050	7	2514152	7	3109289	7	2281716	7	-1	0	5,38	14	3	0,29	18
6410	ФГБОУ ВО Московский государственный медико-стоматологический университет имени А.И. Евдокимова	-1	0	-1	0	4818185	19	4860451.0	18	-1	0	11,46	6	0	0,0	22
6411	ФГБОУ ВО Приволжский исследовательский медицинский университет	-1	0	2416923	9	3477039	17	-1	0	3397198.5	6	7,85	13	40	2,5	6
6412	ФГБОУ ВО Новосибирский государственный медицинский университет	2195718.0	12	2530646	11	3189182.0	26	-1	0	2993518	9	6,92	16	36	1,29	20
6413	ФГБОУ ВО Омский государственный медицинский университет	2235926.0	10	2432818	7	2283509.5	6	1950904	13	2121834	17	4,9	16	-5	1,17	26
6414	ФГБОУ ВО Оренбургский государственный медицинский университет	588930.0	6	1364158.0	8	2065349.5	6	2201599.5	6	2942649.0	6	6,8	16	399	13,58	24
6415	ФГБОУ ВО Первый московский государственный медицинский университет имени И.М. Сеченова	4156946	7	5036153.5	6	4001895	7	-1	0	-1	0	10,02	7	-3	2,0	12
6416	ФГБОУ ВО Пермский государственный медицинский университет имени академика Е.А. Вагнера	4335677	7	3051652	9	2658226	23	3073152.5	8	3012377	9	6,96	16	-30	0,83	28
6417	ФГБОУ ВО Пермская государственная фармацевтическая академия	1334466.0	10	960632	11	1418828	9	642866	11	1765424.0	6	4,08	16	32	0,67	31
6419	ФГБОУ ВО Ростовский государственный медицинский университет	1747005.0	16	3731087	11	3841534	11	4462685.5	8	4028805	11	9,31	16	130	3,67	31
6420	ФГОБУ ВО Рязанский государственный медицинский университет имени академика И.П. Павлова	733860.0	14	1147461.5	12	-1	0	-1	0	3109480.0	6	7,18	16	323	2,67	21
6421	ФГБОУ ВО Самарский государственный медицинский университет	2113848	7	1975910	9	1777552.5	18	2355808	15	2718391.0	6	6,28	16	28	4,5	25
6422	ФГБОУ ВО Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова	3832821	9	3703281	7	3050119	7	3566488	7	-1	0	8,41	14	-6	2,33	23
6423	ФГБОУ ВО Санкт-Петербургский государственный педиатрический медицинский университет	1885508.5	22	1297333.5	24	2584172	7	3285378.5	10	3248829.0	8	7,51	16	72	3,67	37
6424	ФГБОУ ВО Санкт-Петербургская государственная химико-фармацевтическая академия	1205014.0	16	1191010.5	16	1574264.5	14	1538992	15	1534226	13	3,54	16	27	2,67	51
6425	ФГБОУ ВО Саратовский государственный медицинский университет имени В. И. Разумовского	1659995.0	8	1872386	9	1577840	9	2040242	11	2123008.5	6	4,9	16	27	0,83	29
6426	ФГБОУ ВО Северо-Западный государственный медицинский университет имени И. И. Мечникова	1123867	29	2352046.5	6	3901962.0	24	4184203.5	8	4446824	7	10,27	16	295	3,0	21
6427	ФГБОУ ВО Северный государственный медицинский университет	-1	0	-1	0	997632	7	3564618	25	3525296	9	8,14	8	253	3,5	15
6428	ФГБОУ ВО Северо-Осетинская государственная медицинская академия	1407709.5	6	1407352.5	8	1720491.0	6	1880743.5	6	-1	0	4,44	14	33	4,38	14
6429	ФГБОУ ВО Сибирский государственный медицинский университет	1132759.5	24	719856.5	22	1784086	35	911560	39	919388.0	52	2,12	16	-18	2,17	74
6430	ФГБОУ ВО Смоленский государственный медицинский университет	1037451	13	1025099.5	6	2348251	25	646162.0	10	-1	0	1,52	14	-37	2,5	13
6431	ФГБОУ ВО Ставропольский государственный медицинский университет	2202466.0	8	2453301.0	8	2485173.5	8	2993744	7	3193958.0	6	7,38	16	45	3,0	27
6432	ФГБОУ ВО Тверской государственный медицинский университет	1840482	7	1728138.5	6	2673870.5	20	1853172.5	6	2037061.0	6	4,71	16	10	1,5	17
6434	ФГБОУ ВО Уральский государственный медицинский университет	2529137.5	22	-1	0	2822913	19	-1	0	-1	0	7,07	7	11	None	None
6435	ФГБОУ ВО Южно-Уральский государственный медицинский университет	994381.5	26	1280339	23	1444701	17	1648774.0	16	1369917	15	3,16	16	37	1,54	58
6436	ФГБОУ ВО Читинская государственная медицинская академия	1287139	13	1346385.5	14	2580712	31	1693924	13	1286159	13	2,97	16	0	3,33	43
6437	ФГБОУ ВО Ярославский государственный медицинский университет	-1	0	490267	13	563496.0	14	539293	11	1295085	11	2,99	13	164	2,5	29
6438	ФГБОУ ДПО Всероссийский учебно-научно-методический центр по непрерывному медицинскому и фармацевтическому образованию	-1	0	-1	0	-1	0	2132197	9	2636433	9	6,09	2	23	4,25	18
6442	ФГБОУ ДПО Российская медицинская академия непрерывного профессионального образования	-1	0	3083977	13	4461850.5	16	-1	0	2901037	13	6,7	13	-5	1,83	4
6443	ФГБОУ ДПО Казанская государственная медицинская академия (филиал ФГБОУ ДПО РМАНПО)	871369.5	8	-1	0	2138511.5	18	755738.0	8	-1	0	1,78	14	-13	-4,33	9
6457	Администрация Восточного управленческого округа	498360.0	148	700711.5	42	769995.5	34	-1	0	-1	0	1,93	7	54	3,0	58
6458	Администрация Горнозаводского управленческого округа	713588	61	660651.5	28	676217	27	876687	25	-1	0	2,07	14	22	3,0	65
6459	Администрация Западного управленческого округа	584287.5	136	658820.5	84	366044.5	10	582989.0	18	895593.0	28	2,07	16	53	2,67	118
6460	Администрация Северного управленческого округа	578543.5	86	797946	87	791080	151	908865.0	106	952489.0	6	2,2	16	64	3,0	199
6461	Администрация Южного управленческого округа	634663.5	6	650223.5	6	815903	7	1006827.0	6	966711.5	6	2,23	16	52	2,67	23
6490	Военная прокуратура Центрального военного округа	-1	0	-1	0	2915080	31	2910187.0	26	-1	0	6,86	6	0	1,0	19
6495	Военная прокуратура Черноморского флота	-1	0	-1	0	3185345	7	3206335	7	-1	0	7,56	6	0	0,0	6
6507	ФГКОУ ВО Барнаульский юридический институт министерства внутренних дел Российской Федерации	3219826.5	230	3251510	279	3224103.0	284	-1	0	-1	0	8,08	7	0	0,0	447
6519	ФКОУ ВО Академия права и управления Федеральной службы исполнения наказаний	1421053.5	6	1623827	7	-1	0	-1	0	-1	0	4,24	3	14	2,0	15
6520	ФГКОУ ВО Московский университет министерства внутренних дел Российской Федерации имени В.Я. Кикотя	1634808	321	-1	0	2639718.0	6	-1	0	-1	0	6,61	7	61	2,67	3
6528	Севастополь, должностное лицо	2368004	7	-1	0	1479577	41	776289.5	62	-1	0	1,83	14	-67	9,17	1
6529	Крым, должностные лица	1017836	81	995200.0	102	1173020	105	1128546	117	1241621	115	2,87	16	21	1,25	330
6530	Севастополь, должностные лица	653743.5	1180	520538.5	44	-1	0	711396.5	30	-1	0	1,68	14	8	1,67	28
6531	Крым, должностные лица (ЗС)	1354689	77	1656643.5	74	776222	401	1639159	67	1046277.5	14	2,42	16	-22	0,79	188
6532	Севастополь, должностные лица (ЗС)	1085249.5	56	889808	29	767537	141	938330.0	20	1011704	25	2,34	16	-6	0,33	67
6533	Крым, должностные лица (ТИК)	1230015.0	14	1225958	15	1930566.5	14	1115078.5	16	1420522	17	3,28	16	15	7,12	56
6534	Севастополь, должностные лица (ТИК)	2198208.0	8	851291	15	850310	13	862191.5	16	1246432.0	16	2,88	16	-43	6,25	34
6535	Крым, должностные лица (ВСуд)	841267	177	743905.5	184	623957.5	82	664961.0	168	653365	163	1,51	16	-22	1,42	420
6536	Севастополь, должностные лица (ВСуд)	467773.5	82	443209	51	513034.0	44	582568.5	40	607422.0	36	1,4	16	29	2,0	153
6537	Крым, должностные лица (АрбСуд)	455902.0	36	393513	75	438170	79	524274.5	76	563828	81	1,3	16	23	2,25	223
6538	Севастополь, должностные лица (АрбСуд)	514554.0	16	528025.5	18	600261.5	16	650415.5	16	808061	11	1,87	16	57	2,75	43
6539	Крым, должностные лица (Прокуратура)	1446240	29	1260663	33	1520425.0	28	1815722.5	28	-1	0	4,28	14	25	2,25	75
6540	Севастополь, должностные лица (Прокуратура)	1373175	9	1263631	9	2441824	9	1862751	9	3261115	7	7,53	16	137	1,38	28
6543	Крым, Севастополь, должностные лица (ФСИН)	828273	27	916808	31	987551.5	24	968421.0	34	1149465.5	42	2,66	16	38	1,33	95
6544	Крым, должностные лица (МЧС)	637400	389	692789.0	364	789712.0	364	780264	363	-1	0	1,84	14	22	2,0	939
6545	Севастополь, должностные лица (МЧС)	851878	17	865609	25	1023308.0	28	1091633.0	20	-1	0	2,57	14	28	2,33	49
6546	Крым, должностные лица (ФСС)	372699	33	466257.5	84	463533	89	463959.0	90	553293	47	1,28	16	48	1,17	205
6547	Севастополь, должностные лица (ФСС)	454183	31	442615	33	494108.5	36	481075	35	512091	31	1,18	16	12	1,5	111
6548	Крым, должностные лица (ПФР)	534008	213	632234.5	208	675296.5	200	659931	173	-1	0	1,56	14	23	2,5	475
6549	Севастополь, должностные лица (ПФР)	536964.0	36	614428	37	699651.5	34	720900	33	-1	0	1,7	14	34	3,0	86
6550	Крым, Севастополь, должностные лица (ФАС)	362087	29	374902.5	20	402884.5	24	419895	29	418924.5	28	0,97	16	15	5,17	55
6551	Крым, должностные лица (ФНС)	1421755	39	1534867.5	42	1461156	43	1502582.0	42	1866014	41	4,31	16	31	0,33	151
6552	Севастополь, должностные лица (ФНС)	1300474.0	12	1628131.5	12	1630875	13	1845109.0	12	-1	0	4,35	14	41	2,12	32
6553	Крым, Севастополь, должностные лица (Роспотребнадзор)	804402.0	6	513431	7	665618.0	6	825287.5	6	940448.0	6	2,17	16	16	2,17	24
6554	Крым, Севастополь, должностные лица (Росреестр)	785247	141	494932.5	128	517529.0	140	509421	153	556217	169	1,28	16	-29	3,0	347
6555	Крым, Севастополь, должностные лица (Росстат)	376391.0	72	426080	105	498602.0	94	508183.0	84	558104.0	102	1,29	16	48	2,5	271
6556	Севастополь, должностные лица (Росстат) (присоединен к Росстат Крым)	449069.0	14	419058	99	-1	0	-1	0	-1	0	1,09	3	-6	2,5	8
6557	Крым, Севастополь, должностные лица (Россельхознадзор, присоединено к Южному МРУ)	382938	173	390157.0	168	415563.0	164	-1	0	-1	0	1,04	7	8	1,25	288
6558	Крым, Севастополь, должностные лица (Росздравнадзор)	467563	7	542722.5	8	545627.5	8	696499.5	8	837354.0	8	1,93	16	79	3,75	28
6560	Крым, Севастополь, должностные лица (Росприроднадзор)	380571.0	26	476141	11	656187	11	-1	0	-1	0	1,64	7	72	4,67	16
6562	Крым, должностные лица (Таможня)	772713	61	749069.0	70	848388	73	1084634.5	226	-1	0	2,56	14	40	1,83	174
6563	Севастополь, должностные лица (Таможня)	739951	37	747413.0	54	803385.5	48	915711.0	48	-1	0	2,16	14	23	2,42	112
6566	Крым, должностные лица (Росказна)	677493.5	24	1404092.5	12	1758351	11	1967707.0	10	2107395.0	10	4,87	16	211	2,04	36
6567	Севастополь, должностные лица (Росказна)	967157	11	1031373.0	14	1202496.0	12	1286525	13	2068598	9	4,78	16	113	2,0	38
6571	Алушта - городской округ	585401.5	28	855344.5	18	690000	45	637492.5	46	-1	0	1,5	14	8	2,5	51
6572	Армянск - городской округ	446864	127	395684.0	120	436078.0	110	400917.0	54	-1	0	0,95	14	-10	0,75	240
6573	Бахчисарай - городской округ	618044.5	24	587735.5	26	589096	35	690856.0	36	742931.5	40	1,72	16	20	4,0	85
6574	Бахчисарайский район	540738	63	535488	65	588865	73	565903.0	78	809775.0	44	1,87	16	49	0,75	155
6575	Белогорск - городской округ	453194	23	663209	25	783714.5	18	608624.5	22	704926.0	22	1,63	16	55	2,92	70
6576	Белогорский район	535488	47	529278	71	556892.5	78	553242.5	66	686103	45	1,58	16	28	1,0	176
6577	Джанкой - городской округ	557887	45	664807	73	665527.0	66	625029	63	724304	67	1,67	16	29	2,0	196
6578	Джанкойский район	667516.5	108	602731	149	635828	161	587577	179	698863.5	90	1,61	16	4	0,75	403
6579	Евпатория - городской округ	516749	199	540919	215	576661.5	218	604731.5	178	672262.5	210	1,55	16	30	1,5	632
6580	Керчь - городской округ	515098	139	542848	205	581266.0	208	593387.5	164	675751	181	1,56	16	31	1,25	553
6581	Кировский район	370612.5	126	468416	163	416303	111	431436	105	589362	107	1,36	16	59	1,83	291
6582	Красногвардейский район	415462	163	352722.5	242	421199	159	408783.0	164	533670	87	1,23	16	28	0,75	379
6583	Красноперекопск - городской округ	511799.5	50	555202	61	703027	99	572344	53	673887.0	46	1,56	16	31	1,0	146
6584	Красноперекопский район	555327	49	554814	55	569974	61	572903	55	667491	47	1,54	16	20	1,5	153
6585	Ленинский район	462983	77	400743	25	577704	63	553265	85	611515.5	62	1,41	16	32	3,0	90
6586	Нижнегорский район	542832	83	576601	109	577412.5	122	610086.5	80	649500.0	70	1,5	16	19	0,75	255
6587	Первомайский район	453857	147	496784	195	537541	137	406263	125	664251	35	1,53	16	46	0,58	234
6588	Раздольненский район	769937	29	750525	31	764921	31	596709	33	557287	63	1,29	16	-27	1,0	90
6589	Саки - городской округ	491564.5	92	436524	231	445942	185	435953.0	184	508164.0	112	1,17	16	3	1,58	338
6590	Сакский район	403225	339	443658.5	320	472420.0	270	499023.5	276	597854.0	240	1,38	16	48	1,67	769
6591	Симферополь - городской округ	593280	111	729206	79	741647.0	68	883686.5	64	800472	67	1,85	16	34	2,67	199
6592	Симферопольский район	552807.5	98	558682.0	100	592609.0	66	576753	65	697144.0	54	1,61	16	26	1,25	205
6593	Советский район	417668.5	118	490424	165	544991	157	522909.5	212	797410.5	50	1,84	16	90	1,0	310
6594	Судак - городской округ	539352.0	96	425302.0	272	470816	151	803926	25	561777.0	148	1,3	16	4	1,33	221
6595	Феодосия - городской округ	581158.0	66	607276	69	572041	73	640643.0	56	751442	53	1,74	16	29	1,83	185
6596	Черноморский район	488695	119	535428.0	110	540488	127	595069.5	96	702661.0	86	1,62	16	43	1,33	295
6597	Ялта - городской округ	600947	193	647519	187	710276	167	749535.5	50	814837	37	1,88	16	35	2,0	295
6599	Андреевский муниципальный округ	807451.0	8	727919	17	797922	11	691227	27	748672	19	1,73	16	-7	1,0	45
6600	Балаклавский муниципальный округ	520798	29	607200	43	652682.5	30	692424.0	30	701634	31	1,62	16	34	0,67	106
6601	Верхнесадовский муниципальный округ	611346.0	30	506128.0	22	506331.5	20	595336.5	24	608552	21	1,41	16	0	1,38	54
6602	Гагаринский муниципальный округ	483663	29	449596.0	40	494490	33	489360.0	38	703009.0	34	1,62	16	45	1,5	105
6603	Инкерман - городской округ	427022	7	625426	13	669770	13	701012	19	787178	19	1,82	16	84	1,21	42
6604	Качинский муниципальный округ	506717	13	387338	15	414498.0	16	436006	15	-1	0	1,03	14	-13	1,04	38
6605	Ленинский муниципальный округ	378651	29	647202.5	36	627081.5	34	749911	23	-1	0	1,77	14	98	2,25	60
6606	Нахимовский муниципальный округ	471522.5	34	561871	35	469995	33	764481.0	28	756716.0	26	1,75	16	60	2,17	91
6608	Терновский муниципальный округ	-1	0	251843.5	14	299611.0	12	309365.0	14	-1	0	0,73	10	22	1,5	24
6609	ФГБОУ ВО Новосибирский государственный аграрный университет	-1	0	1963936.0	10	2232807.0	8	-1	0	-1	0	5,59	4	13	0,0	11
6610	ФГБОУ ВО "Алтайский государственный аграрный университет"	1050614.5	1066	1799916.5	6	1678905.5	6	2061699.5	6	-1	0	4,86	14	96	2,67	17
6611	ФГБОУ ВО Кубанский государственный аграрный университет имени И.Т. Трубилина	-1	0	2196833	7	2440318.0	8	2706195.0	8	-1	0	6,38	10	23	-0,33	15
6612	ФГБОУ ВО Оренбургский государственный аграрный университет	-1	0	1502294	7	1126697.0	6	-1	0	-1	0	2,82	4	-25	-3,21	8
6613	ФГБОУ ВО Санкт-Петербургский государственный аграрный университет	-1	0	1990569.5	8	1983576	7	-1	0	-1	0	4,97	4	0	1,5	7
6615	ФГБОУ ВО Башкирский государственный аграрный университет	-1	0	1980869.0	10	-1	0	2047022.5	6	-1	0	4,83	10	3	6,08	10
6616	ФГБОУ ВО "Брянский государственный аграрный университет"	-1	0	1903602.5	6	1996546	7	2034519.5	6	-1	0	4,8	10	6	1,33	12
6617	ФГБОУ ВО Государственный университет по землеустройству	-1	0	-1	0	2514630.5	6	3202158.5	6	-1	0	7,55	6	27	4,25	11
6621	ФГБОУ ВО Рязанский государственный агротехнологический университет имени П.А. Костычева	-1	0	2121084	7	2349507.5	6	2505662	7	-1	0	5,91	10	18	0,96	12
6622	ФГБОУ ВО Белгородский государственный аграрный университет имени В.Я. Горина	-1	0	1891854	7	1782665.0	8	1524093	7	-1	0	3,59	10	-19	-0,42	12
6624	ФГБОУ ВО Горский государственный аграрный университет	1212692	7	1013206.0	10	1189712.0	6	1187334.5	6	-1	0	2,8	14	-2	-0,17	16
6626	ФГБОУ ВО Ульяновский государственный аграрный университет имени П.А. Столыпина	-1	0	1116483.0	6	1350844.0	6	1004801.5	6	-1	0	2,37	10	-10	-1,17	11
6628	ФГБОУ ВО Красноярский государственный аграрный университет	-1	0	1621873	7	1912932.5	8	2114987	9	2677988	7	6,19	13	65	4,0	21
6631	ФГБОУ ВО Саратовский государственный аграрный университет имени Н.И. Вавилова	-1	0	1412006.0	6	1247417.0	6	1125374	7	-1	0	2,65	10	-20	-2,25	7
6634	ФГБОУ ВО Донской государственный аграрный университет	-1	0	1235400.5	8	1592405.0	6	-1	0	-1	0	3,99	4	28	-0,5	4
6637	ФГБОУ ВО Казанский государственный аграрный университет	-1	0	2373264.0	6	-1	0	3107287.5	6	-1	0	7,33	10	30	1,54	8
6639	ФГБОУ ВО Иркутский государственный аграрный университет имени А.А.Ежевского	-1	0	1445594.5	6	2071958.0	6	2517126.5	6	-1	0	5,94	10	74	4,83	11
6640	ФГБОУ ВО Орловский государственный аграрный университет имени Н.В.Парахина	-1	0	2271010	7	1902512.0	8	1855411.0	6	-1	0	4,38	10	-18	-1,5	13
6643	ФГБОУ ВО Воронежский государственный аграрный университет имени императора Петра I	-1	0	2202349.0	8	2628738	7	2526005	7	-1	0	5,96	10	14	1,21	14
6644	ФГБОУ ВО Омский государственный аграрный университет имени П.А. Столыпина	-1	0	2060604	7	2023887	7	2500536.0	8	-1	0	5,9	10	21	2,33	13
6645	ФГБОУ ВО Курская государственная сельскохозяйственная академия имени И.И. Иванова	-1	0	1699586	7	1986116.5	6	-1	0	-1	0	4,98	4	16	1,12	6
6648	ФГБОУ ВО Дагестанский государственный аграрный университет имени М.М. Джамбулатова	-1	0	1806420.0	8	1909830	7	1757203	7	-1	0	4,14	10	-2	0,0	11
6651	ФГБОУ ВО Южно-Уральский государственный аграрный университет	-1	0	1796292	7	1768051	7	-1	0	-1	0	4,43	4	-1	-0,25	7
6654	ФГБОУ ВО Ижевская государственная сельскохозяйственная академия	-1	0	2030789	7	1706997	7	2128589	7	-1	0	5,02	10	4	2,12	12
6659	ФГБОУ ВО Волгоградский государственный аграрный университет	-1	0	1893297.5	8	2131694	9	2149748	9	-1	0	5,07	10	13	3,25	15
6661	ФГБОУ ВО Бурятская государственная сельскохозяйственная академия имени В.Р.Филиппова	-1	0	1565004	7	1620611	7	1528854.0	6	-1	0	3,61	10	-2	-1,5	9
6674	ФГБОУ ВО Оренбургский государственный университет	-1	0	-1	0	2202563	21	1486744	23	1767834.5	20	4,08	8	-19	0,5	33
6675	ФГБОУ ВО  Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева	-1	0	-1	0	2834638.0	6	844389	37	-1	0	1,99	6	-70	1,33	4
6676	ФГБОУ ВО Мордовский государственный педагогический институт имени М.Е. Евсевьева	-1	0	-1	0	-1	0	2303872	7	2351323.0	6	5,43	2	2	1,42	6
6678	ФГБОУ ВО Санкт-Петербургский государственный университет гражданской авиации	3137897.5	6	-1	0	4273920	9	3906425.0	6	-1	0	9,21	14	24	2,58	6
6679	ФГАОУ ВО Севастопольский государственный университет	-1	0	-1	0	1613137.5	8	2477481.0	8	3233413.0	10	7,47	8	100	5,58	16
6694	ФГБОУ ВО  Волгоградская государственная академия физической культуры	-1	0	1247941.0	6	1385310.0	6	1904523	7	-1	0	4,49	10	52	1,0	9
6695	ФГБОУ ВО Дальневосточная государственная академия физической культуры	-1	0	2524408	7	-1	0	2169111.5	6	-1	0	5,12	10	-14	1,5	9
6696	ФГБОУ ВО  Поволжская государственная академия физической культуры, спорта и туризма	-1	0	2621581	7	2427869.5	6	2910014.5	6	-1	0	6,86	10	11	1,5	11
6697	ФГБОУ ВО  Московская государственная академия физической культуры	-1	0	2224798.0	6	2742829.5	6	-1	0	-1	0	6,87	4	23	2,5	11
6698	ФГБОУ ВО Смоленская государственная академия физической культуры, спорта и туризма	-1	0	1369565.0	6	1198341	7	2014688.5	6	-1	0	4,75	10	47	11,0	8
6699	ФГБОУ ВО  Кубанский государственный университет физической культуры, спорта и туризма	-1	0	1543340	9	2248704	7	2467488.0	8	-1	0	5,82	10	59	3,75	13
6700	ФГБОУ ВО Национальный государственный университет физической культуры, спорта и здоровья им. П.Ф. Лесгафта, Санкт-Пет...	-1	0	3285981	9	3780325.0	8	4535075	7	-1	0	10,69	10	38	0,0	13
6701	ФГБОУ ВО Российский государственный университет физической культуры, спорта, молодежи и туризма	-1	0	3149650	7	3237461.5	8	3401267	7	-1	0	8,02	10	7	2,67	13
6702	ФГБОУ ВО Сибирский государственный университет физической культуры и спорта (СибГУФК)	1271831	7	1449036.0	8	1969384.5	8	2428318.5	8	2667104.0	8	6,16	16	109	5,25	29
6703	ФГБОУ ВО Уральский государственный университет физической культуры	-1	0	1837419.0	10	1946945.0	10	-1	0	-1	0	4,88	4	5	4,5	11
6707	ФГБОУ ВО Сибирская пожарно-спасательная академия ГПС МЧС России	1352941	7	1499116	7	2456638	9	1947143	7	2558670.0	8	5,91	16	89	3,17	28
6709	ФГБОУ ВО Уральский институт Государственной противопожарной службы МЧС России	-1	0	1635525.0	8	1836376.0	8	1931240.5	6	1808563	9	4,18	13	10	3,17	22
6710	ФГБОУ ВО Академия государственной противопожарной службы МЧС России	-1	0	-1	0	4088116	7	2653565	7	2806219	7	6,48	8	-31	2,33	9
6711	ФГБОУ ВО Санкт-Петербургский университет государственной противопожарной службы МЧС РФ	-1	0	-1	0	2723020	9	2588937	7	3015087	7	6,97	8	10	-0,17	14
6712	ФГБОУ ВО Ивановская пожарно-спасательная академия ГПС МЧС России	1074510	9	1149032.5	8	1595350	7	1279338.0	6	-1	0	3,02	14	19	3,62	24
6718	ФГБОУ ВО Поволжский государственный университет телекоммуникаций и информатики	2133627	7	2393772.0	8	2066664	7	2528526.5	8	-1	0	5,96	14	18	2,0	19
6721	ФГБОУ ВО Российский университет транспорта (МИИТ)	-1	0	-1	0	2985891	7	2139233	33	2193960.5	34	5,07	8	-26	13,5	25
6723	ФГБОУ ВО Дальневосточный государственный университет путей сообщения (Хабаровск)	-1	0	3194455.5	8	3157868.0	8	3698751.5	8	-1	0	8,72	10	15	0,33	15
6725	ФГБОУ ВО Самарский государственный университет путей сообщения	-1	0	1763343.5	10	1994715.5	8	2408400.0	6	-1	0	5,68	10	36	4,33	11
6728	ФГБОУ ВО Иркутский государственный университет путей сообщения	2587613.0	6	2929498.0	6	2563262	7	2698854.0	8	-1	0	6,36	14	4	1,33	20
6729	ФГБОУ ВО Сибирский государственный университет путей сообщения (Новосибирск)	-1	0	2635714	7	3291287.0	6	3002949	7	-1	0	7,08	10	13	0,21	12
6731	ФГБОУ ВО Омский государственный университет путей сообщения	-1	0	1919596	7	2718222	7	2499587	7	-1	0	5,89	10	30	5,83	13
6734	ФГБОУ ВО Ростовский государственный университет путей сообщения	-1	0	2506400	7	2676550.5	8	2663901.0	6	2609934	7	6,03	13	4	-1,0	19
6737	ФГБОУ ВО Алтайский государственный технический университет имени И.И. Ползунова	-1	0	-1	0	1952466	11	1961514	11	1693216.5	12	3,91	8	-13	0,75	22
6738	Комитет по контролю за имуществом Санкт-Петербурга	1114625	69	1271134	93	1351660	113	1324782.0	122	1189641	321	2,75	16	6	1,0	338
6739	Комитет Санкт-Петербурга по делам Арктики	-1	0	1579414.5	12	2148247.0	24	1587361.0	12	-1	0	3,74	10	0	2,5	15
6740	Комитет территориального развития Санкт-Петербурга	-1	0	1652716	13	1506312	13	1228866.0	50	1235644	47	2,85	13	-25	2,0	61
6742	Министерство науки и высшего образования	-1	0	-1	0	3464495	491	2587191	169	3386644.0	648	7,82	8	-2	2,5	195
6743	ФГБОУ ВО Московский государственный психолого-педагогический университет	-1	0	-1	0	-1	0	3240381.5	8	3928034	9	9,07	2	21	1,33	10
6744	Управление Россельхознадзора Амурская область	594817	103	550174	103	740031	23	689209	27	811855	27	1,88	16	36	-0,33	154
6746	ЮФО Межрегиональное управление Федеральной службы по экологическому, технологическому и атомному надзору по Крыму и г...	865484	7	736385.5	8	759895.5	8	813578	7	984017.5	6	2,27	16	13	0,29	22
6747	Межрегиональное территориальное управление федеральной службы по надзору в сфере транспорта по Северо-Кавказскому фед...	382983	229	405017	227	405283	217	481363	217	468992.5	174	1,08	16	22	1,67	773
6748	Муниципальный округ Богородское	1543596	15	916038	17	1808790	17	1739868	17	1852760.5	16	4,28	16	20	2,83	55
6749	Сосновское сельское поселение	614222.0	10	432931	19	706179	7	801552	9	683793.0	6	1,58	16	11	1,75	24
6750	Муниципальный округ Пресненский (ЦАО)	1080566	29	-1	0	1421876.0	16	1199957.0	20	1286028	9	2,97	16	19	6,42	4
6751	Муниципальный округ Арбат	1343807.0	10	1607794.0	12	1258096.5	14	1943500	11	2130646	11	4,92	16	58	2,42	36
6752	Муниципальный округ Отрадное (СВАО)	1420084	21	1248362.0	26	1490982.5	22	1476182.0	20	-1	0	3,48	14	3	3,17	45
6753	Муниципальный округ Алтуфьевский	1553109	15	-1	0	-1	0	2135574.0	14	-1	0	5,04	14	37	8,67	2
6754	Муниципальный округ Хорошевский (САО)	1386102	13	2449406.5	10	978954.0	10	1130856	13	-1	0	2,67	14	-18	1,67	26
6755	Муниципальный округ Бескудниковский	1757087	13	1428942	13	1787442.0	14	2504816.5	14	2291057	13	5,29	16	30	1,5	47
6756	Муниципальный округ Войковский	2199876	11	2227654.0	14	2146160	9	2382488	11	-1	0	5,62	14	8	1,0	24
6757	Муниципальный округ Головинский (САО)	1287889	17	1608314	23	1564628.0	22	2264186	21	2240608	21	5,18	16	73	3,83	68
